	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
158678	Y	383060217	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	11	0	Y	2	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	100048	1095425	229667	1	2	2478974	0	0	0	0	0	0	0	0	0	0	0	0	9063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541700	1370	0	0	0	0	0	1370	2489407	1537946	0	0	0	105993	0	19600	0	0	9153	0	0	28548	0	0	0	0	0	36285	0	0	1740	24125	0	4856	0	0	9600	1033	775568	84174	7505	4390	0	0	2650516	0	7327089	0	118967	0	0	0	0	5235	8660	0	0	0	0	0	7459951	612762	0	4014232	0	0	0	0	0	0	4626994	2832957	0	0	0	0	0	2832957	7459951	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158679	Y	43455133	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	87876	0	0	0	0	0	0	0	0	0	0	0	0	47113	0	0	0	0	0	0	0	0	0	246787	0	240494	0	6293	0	6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141282	55000	0	0	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	8309	11500	1927	85	0	732	80823	73352	0	0	0	0	0	0	0	0	0	1630000	0	0	0	0	1703352	0	0	0	0	0	0	0	0	0	0	1703352	0	0	0	0	0	1703352	1703352	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158898	Y	526056274	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	0	0	Y	280	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	2141410	1877555	192500	36	7	131004	541700	11026325	541700	1273733	0	0	0	0	0	0	0	12300058	68758	0	0	0	0	0	0	0	0	0	229790	0	0	0	229790	0	229790	0	0	0	0	0	0	0	0	0	900099	12994921	900099	131053	0	0	0	13125974	25855584	0	0	0	0	1458114	0	15868719	135956	1848663	1253534	3099755	0	0	0	0	0	2629414	23883	244486	0	0	1061275	240309	0	25219	0	0	537631	21366	684020	535221	265022	80735	0	662742	30676064	8100	0	0	8722778	0	0	0	0	3133	2331430	0	0	0	0	5106137	16171578	3108702	0	1330013	0	0	0	0	0	1559866	5998581	8991600	926682	254715	0	0	0	10172997	16171578	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159217	Y	232175659	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	34	0	Y	82	Y	Y	Y	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1644491	4529035	1101619	13	1	2478947	541700	872842	541700	844588	541700	1136500	0	0	0	0	0	2853930	-358725	0	28278	172407	0	0	0	172407	0	172407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541700	689791	541700	174037	5	665897	72366	1602091	6776928	0	0	0	0	1189436	0	4531482	431013	527574	376004	0	150586	77154	0	0	0	952273	0	42731	6022	13170	2524042	56687	0	13919	118726	512529	355967	3290	610913	169207	37027	11741	0	0	12711493	524951	0	0	1128112	0	0	0	0	99523	2337968	0	0	2577117	4400	1419338	8091409	7450456	0	456863	0	0	0	0	0	0	7907319	-1235248	0	1419338	0	0	0	184090	8091409	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160173	Y	43081524	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	17	0	Y	180	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	908381	1975501	108740	7	0	536679	900099	1202757	900099	986380	900099	319034	900099	311566	900099	267162	3180923	6267822	39016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	4789624	900099	3686640	0	0	0	8476264	15319781	0	0	0	0	332027	0	6893855	443548	767507	547669	0	672	41425	0	0	0	25794	0	112908	89726	0	0	144116	0	76534	883	558522	12696	20362	2346607	1310500	1353730	225155	0	0	15304236	0	3552887	0	2783309	0	0	0	0	123006	41849	0	0	0	0	5313	6506364	1377327	0	1473170	0	0	0	0	0	0	2850497	3637867	18000	0	0	0	0	3655867	6506364	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161441	Y	251420840	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	3	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	103135	0	0	0	0	0	0	0	0	0	0	0	0	20067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	11822	0	0	0	0	0	11822	135024	0	0	0	0	0	0	0	0	0	0	0	0	5700	0	0	0	101	0	0	0	0	0	0	0	170	0	0	2256	1932	81397	11735	198	0	0	0	103489	56954	0	0	0	0	0	0	0	0	4093	0	817064	0	0	0	878111	0	0	0	0	0	0	0	0	0	0	853111	25000	0	0	0	0	878111	878111	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162679	Y	470739172	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	17	0	N	2	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	59529	0	0	0	0	1016965	0	0	0	0	0	0	0	0	0	0	0	0	23566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040531	0	0	0	0	59529	0	24442	0	0	6424	0	192	2550	0	0	0	0	0	7696	0	0	0	15307	0	6430	0	0	0	533	611294	71745	18183	12676	0	285	837286	397662	1674205	0	0	0	0	0	0	0	0	0	0	0	0	0	2071867	839	0	0	0	0	0	0	0	0	839	2071028	0	0	0	0	0	2071028	2071867	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162748	Y	880366979	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	3	0	N	6	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	255400	0	27348	1	0	1002636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	16	0	0	0	0	0	16	1002652	244249	0	0	0	315980	0	130539	0	11062	23769	0	0	0	0	0	0	20016	0	19437	0	0	58817	17	0	0	0	0	37563	0	130311	7520	0	0	0	0	999280	274658	0	51921	0	0	0	0	0	0	72489	0	0	0	0	3065	402133	104919	0	0	0	0	0	0	0	0	104919	297214	0	0	0	0	0	297214	402133	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163246	Y	363193655	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	7	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	125375	0	0	0	0	0	0	0	0	0	0	0	0	18235	0	0	0	0	0	0	0	0	0	389904	0	234324	0	155580	0	155580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299190	440000	0	0	0	0	0	15500	0	0	0	0	0	1231	0	0	51515	0	0	268	0	0	0	0	0	0	51	0	0	116750	415	120	0	0	0	0	625850	2	13917	0	0	0	0	0	0	0	0	1681315	0	0	0	0	1695234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695234	1695234	1695234	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163755	Y	251666090	201512	3	Y	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	15	0	Y	32	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	101642	1707200	205663	1	1	26800	900099	281502	900099	281506	900099	1161389	900099	233823	900099	17707	0	1975927	31401	0	0	0	0	0	0	0	0	0	871028	0	869920	0	1108	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2035236	0	0	0	0	49334	0	1065369	32277	91787	96924	0	7060	26000	0	0	6273	43490	1018	13786	3988	0	13324	35817	0	15437	0	144459	12475	7088	106392	13066	33533	33207	0	29595	1881699	0	733039	0	498598	0	0	0	0	8324	38434	0	2112717	0	0	5856	3396968	132930	0	304725	0	0	0	0	0	0	437655	2876525	82788	0	0	0	0	2959313	3396968	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163988	Y	680177975	201509	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	3	0	N	9	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	60870	0	17812	0	0	277731	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277912	0	0	0	0	78682	0	165492	0	3922	20498	0	0	32250	0	0	0	18641	0	7227	0	0	0	11826	0	6346	0	0	0	0	56316	14259	6019	4360	0	7172	433010	267615	0	0	41362	0	0	0	0	2074	0	0	0	0	0	0	311051	67165	0	53607	0	0	0	0	0	0	120772	161610	28669	0	0	0	0	190279	311051	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164316	Y	351781809	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	1	0	N	6	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	58352	1331510	293954	0	0	450115	0	0	0	0	0	0	0	0	0	0	0	0	55597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505712	0	0	0	0	58352	0	39000	0	0	6013	0	0	8850	0	0	0	739	0	14	0	0	0	15492	0	15899	0	0	0	3046	126469	28351	17896	15547	0	2977	338645	263469	2590505	0	94389	0	0	0	0	2265	0	0	0	0	0	11882	2962510	3736	0	0	0	0	0	0	0	0	3736	2688664	270110	0	0	0	0	2958774	2962510	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164429	Y	943084159	201509	3	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	65	0	Y	351	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1097570	0	225491	7	1	39316986	541711	1360154	541900	75468	0	0	0	0	0	0	0	1435622	28293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40780901	0	0	0	0	563002	0	10573953	993308	2092579	1154741	0	86412	137102	0	0	0	241848	0	118254	0	0	0	386559	0	136636	0	0	363667	56124	14262523	6884375	1068846	983443	0	1068507	41171879	5724388	5601462	0	7258082	0	0	0	0	99221	1231962	0	0	0	0	0	19915115	6356885	0	10589311	0	0	0	1018950	0	0	17965146	1051855	898114	0	0	0	0	1949969	19915115	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164479	Y	201755229	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	3	0	Y	3	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	50086	0	0	0	0	0	611710	257641	0	0	0	0	0	0	0	0	0	257641	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251199	37711	213488	0	0	0	0	0	0	0	0	471501	0	0	0	0	0	0	131567	13966	17369	8397	19101	0	1250	0	0	0	825	16680	6478	4445	0	0	110251	0	94727	0	0	8450	6342	29550	29780	3444	10788	0	0	513410	196210	0	0	65951	0	0	0	16788	0	12262	0	0	0	0	0	291211	9240	0	0	0	0	0	0	0	0	9240	281971	0	0	0	0	0	281971	291211	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168297	Y	631034376	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	29618	1767259	0	0	0	241905	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241977	0	0	0	0	29618	70357	0	0	3670	8894	0	0	1649	0	0	0	3150	0	1263	0	0	0	513	0	0	0	0	0	4022	153954	22499	3987	2380	0	650	306606	14869	339411	0	0	0	0	0	0	0	0	0	0	0	0	0	354280	7321	0	0	0	0	0	0	0	0	7321	346959	0	0	0	0	0	346959	354280	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168459	Y	680301929	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24514	0	15646	0	1064	301	41525	41525	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	9865	0	0	0	0	0	41535	0	0	0	0	594	0	0	0	0	0	0	0	52572	50	3128	0	0	0	0	0	0	0	892	0	0	0	0	0	4070	0	0	0	0	0	0	0	10026	0	10026	-5956	0	0	0	0	0	-5956	4070	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168808	Y	521705976	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	3	0	Y	42	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	63207	1822148	565617	0	0	358960	0	1920966	0	0	0	0	0	0	0	0	0	1920966	9928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2289854	0	0	0	0	64412	0	1595594	77646	83039	126009	0	0	22000	0	0	0	156196	0	86185	0	0	0	53051	0	0	0	0	36935	7437	170211	28537	13288	13208	0	0	2533748	350002	2583737	97240	490457	0	0	0	0	5473	119897	5365606	0	0	0	0	9012412	329474	0	14082	0	0	0	0	0	5220742	5564298	3132799	315315	0	0	0	0	3448114	9012412	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170535	Y	562054871	201509	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	3	0	N	17	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	89352	1323383	408472	0	0	566421	541700	272790	541700	3382	0	0	0	0	0	0	0	276172	5461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	3215	0	0	0	0	0	3215	851269	0	0	0	0	95483	0	359923	11340	38416	34495	0	860	11000	0	0	0	75124	0	7148	0	0	30673	9749	7635	2731	0	0	0	7693	207383	89256	27537	25665	0	49773	1091884	0	899807	0	281530	0	0	0	0	7224	0	0	0	0	0	1300	1189861	182290	0	0	0	0	0	0	0	0	182290	977860	29711	0	0	0	0	1007571	1189861	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170540	Y	271291124	201506	3	Y	Y	N	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	0	0	N	109	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1116946	3106465	880671	7	0	2623840	900099	1907820	541700	876574	541900	62580	0	0	0	0	0	2846974	43507	0	0	0	0	0	0	0	0	0	81494	0	0	0	81494	0	81494	0	0	0	0	0	0	0	0	0	900099	4250000	0	0	0	0	0	4250000	9845815	2500	0	0	0	618014	0	5308805	210845	819867	424899	0	0	0	27	0	11052	347927	1763	70946	90438	0	129564	149456	0	109149	0	0	112449	0	824385	260873	65772	55386	0	41263	9655380	0	420301	407785	233607	0	0	0	0	67441	782071	0	2404979	0	0	0	4316184	903631	0	33293	0	0	0	0	0	0	936924	3379260	0	0	0	0	0	3379260	4316184	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170979	Y	383086750	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	9	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	198974	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199098	0	0	0	0	0	0	62932	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	14474	0	4747	0	0	0	2765	185573	17842	6805	5470	0	2800	303458	520382	0	0	17553	0	0	0	0	0	0	0	0	0	0	0	537935	20694	0	0	0	0	0	0	0	1078	21772	507388	8775	0	0	0	0	516163	537935	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171330	Y	300634510	201506	3	Y	N	N	Y	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	20	0	Y	171	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	7139490	4805407	1733196	45	7	0	900099	9373364	900099	5479214	900099	-368106	0	0	0	0	0	14484472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541900	1255095	531190	230108	0	0	55211	1540414	16024886	0	0	0	0	3662090	0	18367398	1207179	2165269	989953	0	0	2827	0	0	0	6753	207163	436005	77813	0	1484176	20052	0	0	39	0	499490	465648	1700750	504045	579224	0	0	0	32375874	1100	528178	0	1129608	0	0	324842	0	431070	4405302	0	0	0	0	4196	6824296	3596847	0	0	0	0	0	0	0	719425	4316272	2508024	0	0	0	0	0	2508024	6824296	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
